transaction_id,transaction_date,customer_id,merchant_id,transaction_amount,transaction_type,currency
4acad048-8c47-49ad-8641-884be653dcb1,2024-03-31 18:06:06,c3515711-4537-49e6-94c9-82ab9b56faa9,Jackson Ltd,374.76,purchase,USD
e61d5b3b-26ca-44b8-b535-f0f4e600ca8b,2024-07-06 10:09:29,05b9d103-1b5b-4f62-9a86-495a5903abb2,"Kim, Gibson and Stephens",901.73,purchase,USD
7ee66d2e-ed01-49dc-bdaa-a9fd4c2c0269,2024-09-20 07:36:02,9946b728-c3d4-421f-93c2-7041d4c2705b,"Villanueva, Anderson and Martin",715.58,refund,USD
69c71271-54f8-46ad-b561-458e53b9586d,2024-09-02 22:02:53,68a9cb3c-12b6-4c3f-b320-c6df24793a59,"White, Walker and Moore",7.88,refund,USD
571acbfb-45c7-475c-83a8-08860bee9112,2024-03-07 03:03:16,214075c2-afd9-4519-babd-1754b7d1b300,"Mcclure, Park and Thomas",887.15,refund,USD
5e32bad1-72f1-414b-abd4-305cab91a3f5,2024-07-03 14:49:14,38c8d0fd-41bd-4587-8999-4f5963cc50f7,Schmidt PLC,316.89,refund,USD
f7203867-63b5-4f64-9014-1622553c8264,2024-07-18 06:16:31,5bdb4eba-e1c9-4894-ad0f-6379558f18e7,Ellison-Lewis,490.78,refund,USD
9376c53f-14a3-4e3c-84e0-69b08fda6a9e,2024-01-27 18:04:36,74c8f63d-7cb8-49b9-b15d-b199978b2079,"Griffin, Henderson and Grimes",200.16,purchase,USD
ac99d398-db2d-45df-9073-f79aa593925a,2024-03-11 13:01:35,d31b605c-0775-40a5-872d-5d95ff1d9795,Martinez-Moore,275.75,refund,USD
9be52520-8693-4fa7-a234-12e3b3e32984,2024-03-22 03:25:23,730688d1-5207-48b5-b552-c4cd58fa87d3,Crawford and Sons,506.4,purchase,USD
bf43e3ea-07e6-4e22-9397-8793c379569b,2024-10-23 21:00:55,f1ad8dde-d30a-459e-bdf6-db56018ea557,Jacobs Inc,347.47,refund,USD
c75ca624-d2b7-4f03-a436-26463ca6d1f2,2024-11-04 05:14:31,db2a0c03-19b0-483a-bfe8-4391d1f541a8,Waters-Dougherty,387.82,refund,USD
d3855805-93f4-4540-a69b-2a1ef275f1e3,2023-12-23 16:51:47,ea34a035-88a9-4e2c-ae35-e78effd3c6f4,Anderson-Myers,693.16,refund,USD
48b116ff-001c-4f81-b142-afb02c3b2101,2024-05-28 03:12:30,29635588-fc9e-4dd8-9ef7-1d5384630c0d,Cabrera LLC,797.95,purchase,USD
2b0cf0f2-7aa4-4e63-a92e-7a6afa8b5bd9,2024-04-18 01:12:00,c96af572-21e7-4ab7-aa53-493195986411,"Sanchez, Clark and Obrien",541.95,refund,USD
d3daf48d-2487-4b64-815b-d46cd69a69d7,2024-09-05 23:25:27,71d756b7-27f7-4e38-9f3e-70f4bbb8ea86,"Montoya, Watson and Walton",978.17,purchase,USD
91a4cf73-5830-41a3-b393-e35bda73e294,2024-07-01 03:12:24,9ce91080-89c7-450c-a90e-26579d3b398c,Lewis-Kennedy,488.43,purchase,USD
8d3df1d4-a3bd-4b98-b392-7906a6f89fa9,2024-03-14 14:23:12,f249fe65-1d0f-43b9-9d2e-a5baa7308347,"Hayes, Rodriguez and Thomas",584.24,purchase,USD
637a4aa3-11aa-41cf-a7ed-7c7181bea1bb,2024-08-26 19:42:09,04edb96b-bb38-4d28-a316-9843ed02be02,Cole Group,70.18,purchase,USD
83358090-0924-4922-b640-c249b16f489e,2024-09-20 22:04:24,42ab61d1-e031-4887-bac4-067994a635c6,Newman Group,551.07,refund,USD
4677417d-2cce-4461-9b82-8d9bd95bf83a,2024-03-28 03:22:48,62a1013e-d9a8-4a7f-b3d1-54daa2219290,Gonzalez-Nguyen,431.58,purchase,USD
b3159266-fb6a-42df-b6c1-d4316ede5126,2024-08-02 10:57:14,89e86b62-56c4-42f2-a331-716344e8c13a,"Ryan, Graham and Romero",922.01,purchase,USD
303bb9d2-e6f2-4152-9efd-5d5ab0be608b,2024-05-25 12:39:39,70519b88-f6e5-42b1-baa4-dc48c3f9fe09,"Logan, Colon and Sanchez",897.48,purchase,USD
ab69309a-899b-4d05-8bbf-aa92c868fb9e,2024-10-26 20:01:30,bc51d9df-7866-4a98-890f-2072231f2b86,Gardner-Kelley,961.94,purchase,USD
7c7b1e65-2f6a-444d-934d-59d9af7ba298,2024-09-04 10:36:49,ce1ca770-fbd0-41ea-ac16-986100263973,Blackwell and Sons,489.55,refund,USD
9d5f9430-0794-424d-8fee-dd9560c8de48,2024-05-22 05:06:43,1af2a63f-5a55-4cd7-b1c8-7966f74522f3,Nunez LLC,967.26,refund,USD
f9cbb18b-394d-4449-b0bb-03cb0c95c474,2024-07-23 20:26:49,d860122d-a6b7-4604-bd26-d3c2f793cc96,"Bailey, Khan and Turner",122.72,purchase,USD
5b5b2d28-f934-444c-b4dc-beef250ca581,2024-10-31 19:29:14,15b3e44a-e126-43e3-b8c9-1d99eeb3fd9a,"Campbell, Shaw and Rivera",21.66,purchase,USD
d2438182-841a-4b07-834c-105571186947,2024-03-23 19:31:29,390db245-e3e3-4555-be1f-749a9611cb94,Taylor LLC,732.16,purchase,USD
fa7412ae-1e11-46e2-84fd-16d8a452ba6d,2024-10-29 22:08:38,15517d76-f583-4070-8d80-767130b7d3b0,Stephens LLC,889.27,purchase,USD
8ca9aeb8-8f77-4adc-8553-e999af3cc8fa,2024-04-13 08:24:18,4382291b-6a79-451b-8d92-4ebcf98de475,Wilson and Sons,437.72,purchase,USD
b193aa90-90a7-4b4d-b764-013d6c0ef76e,2024-11-24 14:23:44,b02ddaf8-a30e-4f5e-926e-f5881e6edaaa,Stevenson Ltd,164.13,purchase,USD
0e30904e-326a-44b8-8328-b665aff15665,2024-07-31 00:10:52,13ff788b-1faf-4a1e-a9a2-d7ec050a184c,Taylor LLC,808.22,refund,USD
4f195afd-7139-4089-95d0-cd7108615de2,2024-05-31 22:08:53,1ffaa596-f4f4-44fd-b41c-7e3cfea911c1,Chang-Delacruz,379.42,refund,USD
e5d7bfee-7acc-4888-8fa0-a2bdbc37a461,2024-12-01 19:23:00,143d49c4-e399-47d7-9faa-36e8f145b30c,Howell Group,717.48,refund,USD
ad545840-94e0-42a3-9d32-9baa848dcce3,2024-06-20 02:03:40,d7dc81d3-a1a9-4cc8-b5a2-7e8891183971,"Clark, Bowman and Wyatt",616.73,refund,USD
b5a9ae1d-c0c8-46d3-bc79-e140363bb6e6,2024-03-01 23:16:43,8a90e1fd-22bb-4fd4-94ea-67090ff64eca,Rivera Ltd,164.28,purchase,USD
a9630205-d357-4d6e-8489-00f215c4718d,2024-05-25 10:34:22,2441cc7b-2f5f-4f2d-82fd-55c1e37f3eac,Baker PLC,6.28,purchase,USD
20bdd2b3-1bc2-4d90-b949-c3fc847bec30,2024-06-22 23:33:25,8d9253ae-ba32-49c8-b794-b7293b2c05bc,"Harrison, Livingston and Mcclure",793.72,refund,USD
93b02fd5-abc8-4ff5-b9e2-6dd66a34c714,2024-01-09 00:35:57,0dcebb3c-6c90-44ae-9c7c-5d6e4743bdc3,Cohen-Vaughn,373.06,refund,USD
65aa9827-91ce-413a-9077-42847eef5bf8,2024-02-11 14:23:15,40088c15-bab3-412e-8e8b-0b777eae548d,"Potter, Turner and Hart",429.08,refund,USD
a3a17539-a7f6-4bbe-8e0f-03c9abc5ac58,2024-09-22 14:22:08,f8e3da15-0a24-41b3-adea-6940d6ac8df9,"Dixon, Reyes and Green",309.03,purchase,USD
7b4b0fb4-e96c-4dd8-96fa-b6f8d755af37,2024-06-24 21:33:17,4d60e0ba-3b70-4026-ac46-29a8673ff811,Knight PLC,121.79,refund,USD
ec7b70bb-ba11-43eb-8a78-3a414742759f,2023-12-09 22:08:35,e8a5afdd-83a0-41fb-9255-c5d7a7e63521,Blake Ltd,258.4,purchase,USD
ebd9bb22-b1d8-4075-94af-71d37118307d,2024-01-05 06:06:35,5a6574a0-44e8-48c8-a31c-32f3e6f98e38,Lee Ltd,22.52,purchase,USD
e836bace-cabe-443b-a787-9543056e16c7,2024-05-24 09:24:09,4653fed0-27b2-4492-a6e2-b39a08483a4f,"Jimenez, Estrada and Collins",660.75,purchase,USD
51720b67-def1-4a7a-bb14-84bc1705ad21,2024-05-02 07:27:26,f7be68e1-b0c4-4e26-b965-93909fc80b01,"Henderson, Sanders and Vaughan",52.42,refund,USD
1173d376-9996-46ad-b13d-de65551041ae,2024-09-24 04:10:28,47475f76-4060-435d-90a7-feb9649ffc84,May-Ortega,816.31,refund,USD
5f739cde-f9c4-48cb-8daf-bdff87eca956,2024-02-04 20:19:27,e391b659-2320-4671-b7e3-9e1f363ddb4a,"Reed, Ross and Anderson",117.95,purchase,USD
15f41f4a-2378-4d3d-a915-7746bff67490,2024-06-25 11:49:46,3a8d8d55-9170-489d-8456-4ca730796913,Huang Ltd,95.99,refund,USD
557470c7-18e4-405e-bbec-5ff3685768ee,2024-01-21 01:39:03,85598ed6-d926-43b7-ba13-2da20cd27e2e,Holmes-Walker,127.49,purchase,USD
d4e95851-07ff-440f-8614-6a7a8849773c,2024-08-15 10:55:57,2b27419d-35c8-4aa9-83ce-dc98de3add35,Waller-Smith,915.8,refund,USD
293688fe-1773-46a0-9337-8d3f44def47c,2024-05-28 12:43:28,72bb0467-de58-4923-be58-28c7d4a406fd,Hoffman Inc,7.72,purchase,USD
5b3d60ee-95e2-4ebf-8f6e-9031b4a7a750,2024-07-15 01:26:50,013038fd-2d88-4b8e-bea8-8932adcb6354,Williams-Cuevas,203.88,purchase,USD
caaf798e-d7df-4ee9-94be-da0ed2c8b164,2024-10-26 09:31:00,681126a9-e9b9-467f-9aef-212fc5d5a892,Hubbard-Payne,537.36,purchase,USD
cb8e2820-f7b5-4dda-a8e6-0702b21ea98b,2024-03-18 03:25:39,c4321b2a-89b0-40c4-a064-1b9b7897c567,"Lara, Chapman and Morrison",923.41,purchase,USD
08af894b-4788-4510-9782-85882670bfed,2024-04-03 04:03:52,39e26d33-54bf-4366-86ec-439ed9103207,"Burgess, Lam and Atkins",379.77,refund,USD
8f9263a4-5374-4d49-bd2f-99b82c03d24f,2024-08-05 09:20:45,dbbf56b6-c0fd-4d29-985d-b1cc77720dcb,"Cruz, Gonzales and Young",506.23,refund,USD
9b772f55-e554-4b8a-b415-061cf67d2b88,2024-05-17 10:41:44,0a525090-ac67-4e57-b495-278cd6ae878c,Thompson Group,767.29,refund,USD
4cc509de-cef4-41de-b277-27584081c593,2024-07-15 17:37:29,598c7d7a-b17f-4585-be42-162635afe215,Smith-Mclean,916.61,purchase,USD
a3632204-1ece-4f1b-acb1-d36bff949106,2023-12-12 19:18:08,c22a769c-2092-498a-8aa4-fc989bce04ba,Ingram Ltd,117.96,refund,USD
2f75a4c2-965a-45f0-80f1-02f8131fc66a,2024-02-24 01:38:49,9923b529-5222-4e5c-a56b-cf5733897266,Garcia-Lane,121.46,purchase,USD
3906fb8f-70e4-475e-b61c-cf56639302b6,2024-09-24 01:55:06,173bcb1c-4db8-476a-9b87-d8822e115e85,Bailey Ltd,491.8,purchase,USD
e40b52a0-5709-40c1-a02c-de883c1fc63e,2024-05-25 22:10:15,24cff786-be49-498f-bbbf-ff911680dc45,"Evans, Kennedy and Garcia",419.38,refund,USD
9fbf0a91-f3db-4d76-9612-294aa5e20a32,2024-05-07 17:39:36,a093c56d-2662-4e63-80d5-15a67d66072e,Hudson PLC,688.3,refund,USD
4542e011-4d56-4ea9-847c-b873cfb5c15e,2024-10-06 10:02:11,a511872d-97c6-4d18-8d76-34e108250f02,"Cruz, Gonzales and Williams",582.78,purchase,USD
12677f53-157f-48ad-8365-266bf3e7617a,2024-06-13 19:02:15,49407c50-42f6-4845-8162-42ae8d521a0e,"Solis, Anderson and Fleming",442.35,refund,USD
d66231e6-cfbe-497d-8e0c-7245ef92eb53,2024-11-24 09:55:25,4d5eb150-6dae-4968-9d9b-fa162a847be1,Irwin PLC,230.36,purchase,USD
c76e3548-29f6-4238-991c-fe7742f60672,2024-01-13 13:52:14,826800f3-cefd-4e77-a519-6c463f87dbba,York LLC,610.25,refund,USD
a35c686d-2e8a-4394-acb0-2a2ba12344e2,2024-02-28 10:47:58,00403928-0b60-47c8-83b6-d203ba42a4ba,"Powers, Hunter and Gutierrez",808.57,refund,USD
8ec390bf-474a-4e29-ad41-c0b64dd63b29,2024-08-22 16:01:48,7b490fbf-1795-415a-9bc1-bf23a10d5268,"Paul, Massey and West",731.18,refund,USD
1acaa282-f0f1-49e3-96df-cb8efb694209,2023-12-08 22:32:42,45023c2b-6bf0-458c-8d6c-436dc71cd4e7,Moore-Harrington,877.49,refund,USD
abdb19c1-2119-4136-aa1a-a23040e8df57,2024-10-06 22:01:12,30346a3e-fe35-4a33-8d3f-e4c7decc0a2c,Aguilar Inc,616.07,refund,USD
13a5a2d1-ccd5-4210-b5d0-d82aedbc212a,2024-01-27 05:46:37,cae54f1f-8c8c-40cd-a060-a4bac30b5deb,Wood-Adams,629.12,purchase,USD
cfd5472e-3a3c-43b2-b7b5-c63990ea6bdb,2024-05-06 23:19:33,1b244433-f3b5-4c57-9750-2c797fb111ba,Graham-Jones,145.23,refund,USD
437bd5f3-d313-4461-9076-5d2209f80f5c,2023-12-21 07:04:11,853c2d8d-1e38-4ee6-bb7d-d7c6895beb31,"Trujillo, Wood and Butler",149.7,purchase,USD
24f3a044-3ab0-4e7a-8cc8-02d37f6db730,2024-02-24 18:42:04,3749bf7b-c56a-49d3-8ca3-ed21e1113dad,Perez-Cross,221.37,purchase,USD
957030ff-4407-4597-9994-958f053dc1dc,2024-06-27 17:59:34,19dec088-a131-435d-a564-47f42dc20219,Nicholson-Moore,497.56,purchase,USD
7a94fd29-99e4-4942-befe-43ec8bd75de2,2024-10-26 12:47:58,c5450a60-2cab-468b-9631-507b7fe662f2,Blake-Duffy,73.19,purchase,USD
a01e45f3-3641-4045-9397-5174c12d0700,2024-07-29 09:11:38,7ab9a332-ff60-4b2a-ae30-9455ef6221f6,Case PLC,659.52,refund,USD
ec897119-88ed-4564-8ea3-bcfad64c2a84,2024-07-29 12:05:44,a7ffa976-0286-4364-b914-de662650f9d0,Wilson-Owens,432.28,refund,USD
bb6012f6-d2ab-4a1b-b37a-d67ae5720039,2024-01-20 10:35:45,5911429d-cf53-46d3-9d8b-875a1bc30e87,Khan-Carter,861.53,refund,USD
56a66015-3ecc-438e-b638-12418b11e492,2024-06-24 00:24:14,b1e2eb25-c7e0-4aa6-9b17-641c89e77269,"Howell, Oliver and Jensen",671.29,purchase,USD
d0b39a6e-0e1c-4df1-860f-c7c0957d48b2,2024-02-27 06:12:46,8b4a6c06-ee43-409f-9028-388b42258340,James LLC,630.87,refund,USD
cd3f2a99-285f-4fb3-9b89-4c60a879f6b5,2024-06-26 20:23:30,0e1161f1-13a2-48af-b0bb-25a89487d5e3,"Phillips, Reed and Lee",836.59,refund,USD
69d614e0-afc3-43ad-8263-26ccf03988eb,2024-11-25 16:40:19,0bb4810c-063d-4036-b507-2b25ec3f62c0,Velazquez LLC,620.58,refund,USD
5317ee68-0e84-4ec6-be23-33d0246907f3,2024-03-23 09:55:04,b7c3a53b-d758-4787-a4c7-17b1b847ba2c,"Schmidt, Wall and Henderson",724.18,purchase,USD
58d84884-8abe-4a3e-b406-9459bf8d2156,2023-12-15 07:06:01,155cb8a5-fd78-46e7-9db7-4d4e66913ff5,James PLC,976.98,refund,USD
cdca613e-5065-4653-b456-6adef5af47fd,2024-05-29 13:38:12,4a0ee432-d908-468c-95ce-8e18fc359bcb,Smith Group,400.99,purchase,USD
c0792bcb-088d-4a9d-82da-00251a1c4cbd,2024-08-02 12:16:30,e5154038-ef37-471e-82ce-63f4052a5f6a,Hicks-Wood,956.5,refund,USD
46179a2d-67fa-4da5-90ca-afda1182b748,2024-08-17 04:18:34,718e854d-313c-4b86-9e15-bf5913f7e51e,Ruiz-Payne,40.3,purchase,USD
52932062-d953-421f-981b-3e160f26616c,2024-02-25 05:22:19,3274fd5e-b651-474c-8f4c-1f670743012d,"Cunningham, Calhoun and Mosley",842.8,purchase,USD
ae587de9-8d15-4347-9114-ef2cbdcc186a,2024-08-21 13:08:15,303e9318-c899-4233-b0fb-b8c27da65277,"Boyd, Hall and Young",486.17,refund,USD
5dac6e7f-90e7-452d-9c97-600d7628d009,2024-11-20 12:55:37,03fdc1fc-0c97-47d2-86d4-42467f368da6,"Anderson, Jones and Long",859.43,refund,USD
dcaf2b81-d418-4f14-bdca-b24d08a54a60,2024-03-19 06:56:24,a3a2db2a-049c-401b-9d09-be7f3b5a73e1,"Martinez, Bennett and Davis",963.46,refund,USD
4189e92a-5aba-40ec-af6c-c4c0aa73b46e,2024-07-30 22:45:24,ac4751b7-9960-47d7-bdb2-1d7594ea1708,Townsend-Freeman,883.5,refund,USD
ceb7182a-8199-42be-85bb-96d6c4db7309,2024-10-03 08:52:35,6b2d2ddf-c269-4280-a82c-d741b41c0a17,Rodriguez-Turner,802.96,refund,USD
5848ab3c-c273-4823-be26-528faebee2fb,2024-05-17 11:42:28,7df84786-6765-4184-94de-9b9f0fd767f4,Huff Group,356.59,refund,USD
882bbc4b-a44d-4c2a-a323-cde4c94ce478,2024-06-06 04:11:10,598d3683-7e9e-4b51-a1dc-ec1e65052a49,Hansen LLC,504.87,refund,USD
2eee02de-b496-438b-95de-e29744df6cad,2024-05-08 03:16:11,4ce4b9fe-3800-4ded-bcba-d264269d9b66,Gardner Inc,877.01,refund,USD
1a9fd8c9-4843-4ab1-a852-8c91be4d9305,2024-11-20 16:32:44,de68b965-54a8-45c7-92b2-dddaccf3e112,"Davis, Moreno and Baker",57.07,purchase,USD
5787ef95-e3fa-4f5f-a312-5094fff39ecb,2024-09-18 08:39:53,5c760dce-fd32-4f99-9b83-bbe337699fc0,Gray Group,668.8,refund,USD
1ee6b822-7aca-4660-8e57-de0e78be6bbf,2023-12-29 04:54:33,37f9a66f-5090-454d-9467-4eb1d1bca651,"Blackwell, Hood and Mccoy",890.44,purchase,USD
f14a272a-525f-41b7-a6e1-ecf71b443843,2024-10-19 21:47:29,6c2b40a4-d34d-4734-adaa-9ce5c1b551ae,"Juarez, Webster and Sandoval",126.02,refund,USD
7b2abac3-4bac-4b49-b13f-861add19d5e8,2024-02-19 08:50:26,2c6d0a11-8e9a-443a-a587-f37ae7b0e0e0,"Larson, Patterson and Ramirez",705.01,refund,USD
0c1397c1-e5e3-43a5-bb28-1668f4a9ff4d,2024-05-12 10:24:06,266144cf-0908-44bf-9e89-29c034ac14d3,Miller and Sons,543.87,refund,USD
6deaa48a-e556-4123-87f6-8d2acd949bdc,2024-01-27 09:47:04,e9dff851-d683-4b78-9c9b-1ea0d9ba941a,Lee-Gibson,462.39,refund,USD
4e181244-e429-4202-b8d3-3db6a7fb042c,2024-04-21 02:13:03,2f735885-fb58-4817-9146-76fa26081fd5,"Moore, Smith and Hines",824.86,purchase,USD
59e375c9-b049-4eab-868b-9c5f7a055582,2024-06-03 00:39:57,a3ab9aa3-1d71-4002-b1cd-051652131a30,Henry LLC,547.27,purchase,USD
b3ea3e4f-5431-4c9f-b2f1-4cea5f4c6ee2,2024-08-09 04:39:45,b0de5c7a-78af-4aa3-b797-31de3d5d8308,Alexander-Carr,302.15,purchase,USD
eca2b5c7-7243-44be-a3fb-f74ed61c49ed,2024-03-26 15:55:31,5d65f107-4b25-4db5-a949-6a514450b689,Johnson and Sons,25.02,purchase,USD
79d91087-2f71-492e-a2bd-f654bcaa5215,2024-04-27 23:51:59,705eff48-5954-4fa4-9387-44787d37f9ef,Love Ltd,888.73,purchase,USD
c2f7bf6d-f34e-443a-806d-9b5ba1a28223,2024-09-02 09:50:16,bee45cba-dd79-4ba8-a181-d9be3f235179,"Peck, Fletcher and Foster",140.69,refund,USD
34bfa062-e989-45d3-b992-8bbbc55086a5,2024-01-08 08:35:00,d21feb6d-8560-46a4-914f-51868e21ae8e,"Jones, Morrison and Holt",849.99,purchase,USD
2edf7e77-f7ee-4480-bc71-8cf791719e62,2024-08-08 22:36:43,fcea0d7e-1135-4608-8327-80e27ecef7f5,"Gibson, Miles and Gonzalez",53.0,purchase,USD
e82aba77-89d3-4b8b-afd0-af99cc10fe7d,2024-03-27 04:10:04,8298eeaa-0fe4-441d-a8d3-96cc29efdccf,"Scott, Johnson and Grant",775.81,refund,USD
54682456-9cd3-444b-831d-53e5d2451df3,2024-01-29 15:33:08,0837942a-a0b2-4bd3-b0bd-f638116fe5c1,Perez-Torres,654.54,purchase,USD
6d8a6e7f-f490-4acc-a2af-2b185e2ba9ff,2024-09-28 23:02:00,abedeccd-dc4d-4726-a5b5-2c54c7249898,Proctor PLC,613.58,refund,USD
0bbe8180-e982-4f63-8cb0-c9fd89ca8f69,2024-02-19 04:48:38,827d0b3d-dae3-4c27-862e-ed3b597320fc,Mitchell-Potter,227.99,purchase,USD
1949661d-9105-458a-ab9b-f4db9ec9f07b,2024-09-04 02:33:49,c4c838e1-a6db-490a-ab1b-9bfd6aeb8ba6,Chaney Inc,726.47,refund,USD
8869af94-df08-4d84-813e-e7b3059407b2,2024-01-25 08:41:51,76089a8c-cefd-445e-9f4f-f93fce61e0ac,"Johnson, Perez and Wilson",192.32,purchase,USD
056fe32e-1873-4b90-8002-96b50a6b2ae4,2024-09-05 05:38:57,4a80183c-58d5-44dd-990b-b593c4be1527,"Peters, Shaw and Martin",193.11,purchase,USD
8a9869e5-f551-4401-beb7-21a014001c13,2024-03-28 10:27:52,b6a4a03d-50b2-4470-8059-28f4108d856a,"Wallace, White and Alexander",674.87,purchase,USD
119bc12b-1384-4c4b-872e-d5333209bdef,2024-01-03 16:31:00,9044aedf-b2de-4dd6-a2af-dc088a66bfb2,"Smith, Hardy and Neal",218.89,refund,USD
882d72c1-c809-47b6-9cdf-9b9edcdcf464,2024-11-06 06:56:12,c622d160-576e-47d0-922a-50190af7dfb4,"Joyce, West and Keller",469.9,refund,USD
1db06a85-f094-4288-b5d8-a103b5d8ce32,2023-12-05 13:35:04,021b0f6c-8239-4168-b34e-2b6c4567808f,Smith Inc,10.93,purchase,USD
06c8f671-19d1-4c5c-beb7-32dc774b6560,2024-03-24 18:30:14,3c44ea31-7b1a-4f54-a7d5-86dcab64d68b,Hernandez-Thompson,22.11,refund,USD
5a9d32bc-9f2f-4ae9-a27b-b49e8beb183b,2024-08-13 19:43:43,f966c766-613c-47be-bbbd-2b18a0653937,Mccoy Inc,732.65,refund,USD
379cf107-fb01-4704-a92d-64b0b3368079,2024-10-31 21:28:08,77f11f9c-2d5d-45ef-9e3e-813bdb6a3ddc,Gonzalez LLC,322.66,refund,USD
62dd3a47-e623-42ea-86ae-80d2c9309054,2024-09-17 00:52:09,864a533f-9ddc-4303-839e-6ae1d10ac6f6,Long-Henry,299.67,refund,USD
bda56198-559d-4a78-a5f8-ac810aaf2a59,2024-09-03 22:00:11,2e0aece4-463f-4a9c-9d8c-0df640389da0,Carter PLC,566.78,purchase,USD
bf10c58d-6612-4573-ad4b-476b434a02c4,2023-12-17 17:48:16,ab2b5ae0-05df-4a84-a2dc-9ee06e4037f2,"Griffin, Ruiz and Byrd",87.81,refund,USD
9de810bf-ea90-46e8-ba92-3f83d2e8f5f0,2024-09-19 19:57:30,59bb6e7f-fdee-4173-b71d-c9d8a45a46a6,Torres Group,509.32,purchase,USD
d330c30f-9b02-4f20-8806-03a8b9cff694,2024-04-29 23:22:14,06ec91db-595c-4fac-b803-ea0e4c86190a,Martinez-Rodriguez,214.88,refund,USD
a8618cc6-e9f8-4f94-9466-0755961144a2,2024-12-02 11:03:08,341b2c35-9c8c-4f9c-849c-5ebcf804e58f,Jones-Allen,63.74,purchase,USD
a3c1352f-5d43-4971-abee-79f6bbe2e8eb,2024-07-18 12:06:47,50f25582-670f-4766-97aa-5670a0b17afa,Cruz-Alexander,496.9,purchase,USD
90f21fe1-6dee-414f-862e-b9ece4470351,2024-10-13 14:38:36,136ebd9e-27a0-4a17-b0c5-30780e3c5c16,King-Pierce,788.07,refund,USD
108589c6-0231-4d56-a8cd-552bf331e22d,2023-12-19 05:17:39,739b1a7a-7e19-41c3-8eea-b9ec5b7bc562,Lamb PLC,934.37,purchase,USD
dab5d1d0-3412-4ea6-9bd4-26795c10efa7,2024-02-03 08:37:37,3a53494d-03ac-4ed3-9470-5afd35d23c95,Romero and Sons,913.34,refund,USD
c180d0b2-dfe0-439a-8ba0-9ae0b00ec75d,2024-06-08 10:34:07,391c0169-4129-453d-b712-d4a6621e2c28,Lewis Group,43.19,refund,USD
